duration,protocol_type,service,src_bytes,dst_bytes,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,is_guest_login,count,srv_count,serror_rate,rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_srv_serror_rate,dst_host_srv_rerror_rate,outcome
0,tcp,http,54540,8314,0,0,1,0,0,0,0,0,6,7,0,0.17,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,132,132,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,5,0,0,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,115,115,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,1,0,0,1,0,219,219,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0.2,0.2,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,1,0,0,1,0,169,169,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0.2,1,0,213,213,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,6,6,0,0,1,0,255,255,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,3,0,0,1,0,141,141,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,152,152,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0.5,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,130,130,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,179,179,1,0,0,0.06,back
0,tcp,http,54540,8315,1,0,1,0,0,0,0,0,2,2,0.5,0,1,0,255,255,1,0,0.01,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,106,106,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0.25,1,0,255,255,1,0,0,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,6,0,0,1,0,255,255,1,0,0,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,177,177,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,46,46,1,0,0,0.26,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,6,6,0,0,1,0,255,255,1,0,0.01,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,159,159,1,0,0,0.01,back
0,tcp,http,29200,2920,1,0,1,0,0,0,0,0,4,4,0,0.75,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,38,38,1,0,0.03,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,50,50,1,0,0.02,0.02,back
0,tcp,http,54540,7300,1,0,1,0,0,0,0,0,2,2,0,0.5,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,2,0,0,1,0,181,181,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,6,0,0.4,1,0,255,255,1,0,0,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0.25,1,0,144,144,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0.33,1,0,3,3,1,0,0,0.33,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,3,0,0.5,1,0,255,255,1,0,0.01,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,1,0,0,1,0,255,255,1,0,0.01,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,32,32,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0.25,1,0,134,134,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,24,24,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,100,100,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0,0,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0.25,1,0,69,69,1,0,0,0.19,back
0,tcp,http,54060,7300,1,0,1,0,0,0,0,0,3,3,0,0.33,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,110,110,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,3,0,0,1,0,45,45,1,0,0,0,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,5,0,0,1,0,255,255,1,0,0.01,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,5,0,0,1,0,101,101,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,165,165,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,252,252,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,1,0,0,1,0,203,203,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,109,109,1,0,0,0.01,back
0,tcp,http,33336,2920,1,0,1,0,0,0,0,0,5,5,0,0.4,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,11,11,0,0,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,4,0,0.2,0.8,0.4,74,74,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,249,249,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,255,255,1,0,0.01,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,248,248,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,2,0,0,1,0,255,255,1,0,0.01,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,5,0,0,1,0,255,255,1,0,0.01,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,34,34,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,92,92,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,255,255,1,0,0.01,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,87,87,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0.25,1,0,136,136,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0.5,1,0,49,49,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,49,49,1,0,0,0.24,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,6,7,0,0,1,0,255,255,1,0,0,0.05,back
0,tcp,http,54060,2920,1,0,1,0,0,0,0,0,4,4,0,0.25,1,0,255,255,1,0,0,0.05,back
0,tcp,http,54540,4380,1,0,1,0,0,0,0,0,2,2,0.5,0,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0.2,1,0,135,135,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,32,32,1,0,0.03,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,7,8,0,0.29,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,1,0,0,1,0,146,146,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,15,15,1,0,0,0.07,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,4,0,0,1,0,6,6,1,0,0,0.17,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,90,90,1,0,0,0.01,back
2,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,34,34,1,0,0,0.32,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,39,39,1,0,0,0,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,57,57,1,0,0,0.02,back
0,tcp,http,54540,8315,1,0,1,0,0,0,0,0,6,6,0.17,0,1,0,255,255,1,0,0.01,0.04,back
0,tcp,http,54540,7300,1,0,1,0,0,0,0,0,2,2,0,0.5,1,0,255,255,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,5,0,0,1,0,57,57,1,0,0.02,0.02,back
4,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,32,32,1,0,0,0.34,back
0,tcp,http,49640,0,0,0,1,0,0,0,0,0,2,2,0,0.5,1,0,255,255,1,0,0.01,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,91,91,1,0,0.01,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,107,107,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,4,0,0,1,0,255,255,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,67,67,1,0,0,0.18,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,74,74,1,0,0,0.19,back
0,tcp,http,54060,7300,1,0,1,0,0,0,0,0,4,4,0,0.25,1,0,19,19,1,0,0,0.11,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,3,0,0,1,0,105,105,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,26,26,1,0,0,0.08,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,52,52,1,0,0.02,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0.5,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,237,237,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,6,8,0,0,1,0,255,255,1,0,0,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0.5,1,0,48,48,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,72,72,1,0,0.01,0.01,back
1,tcp,http,45260,4380,1,0,1,0,0,0,0,0,3,3,0,0.67,1,0,15,15,1,0,0,0.47,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,18,18,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,6,6,0,0.17,1,0,12,12,1,0,0,0.08,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0.33,1,0,96,96,1,0,0,0.16,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,82,82,1,0,0,0.17,back
0,tcp,http,47612,2920,1,0,1,0,0,0,0,0,2,3,0,0.5,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,85,85,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,158,158,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,41,41,1,0,0.02,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,11,11,1,0,0,0,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,4,0,0,1,0,255,255,1,0,0,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,4,0,0,1,0,255,255,1,0,0.01,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,6,6,0,0,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,183,183,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,36,36,1,0,0,0.31,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,6,0,0,1,0,126,126,1,0,0,0.05,back
13,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0.67,1,0,17,17,1,0,0,0.47,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,6,0,0,1,0,128,128,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,131,131,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,6,6,0.17,0.17,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,3,0,0,1,0,240,240,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,127,127,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,6,0,0,1,0,255,255,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,1,0,0,1,0,255,255,1,0,0.01,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,1,2,0,0,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,4,0,0,1,0,255,255,1,0,0.01,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,246,246,1,0,0,0.05,back
0,tcp,http,24252,7300,1,0,1,0,0,0,0,0,2,2,0,0.5,1,0,255,255,1,0,0,0.05,back
5,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,31,31,1,0,0,0.35,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0.2,1,0,9,9,1,0,0,0.11,back
0,tcp,http,43232,7300,1,0,1,0,0,0,0,0,5,5,0,0.4,1,0,255,255,1,0,0,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,3,0,0,1,0,138,138,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,6,0,0,1,0,116,116,1,0,0,0.04,back
6,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,11,11,1,0,0,0.45,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,4,0,0,1,0,255,255,1,0,0,0.02,back
0,tcp,http,54060,7300,1,0,1,0,0,0,0,0,5,5,0,0.2,1,0,255,255,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,167,167,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,4,0,0,1,0,255,255,1,0,0,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,35,35,1,0,0.03,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0.5,1,0,255,255,1,0,0,0.02,back
0,tcp,http,21048,8314,2,0,1,1,0,0,0,0,3,3,0,0.33,1,0,94,94,1,0,0,0.16,back
12,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0.25,1,0,19,19,1,0,0,0.42,back
0,tcp,http,53208,7300,1,0,1,0,0,0,0,0,4,3,0,0.25,0.75,0.5,72,72,1,0,0,0.04,back
0,tcp,http,45908,7300,1,0,1,0,0,0,0,0,2,2,0,0.5,1,0,2,2,1,0,0,0.5,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,166,166,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,4,0,0,1,0,26,26,1,0,0,0,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,92,92,1,0,0.01,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,6,0,0.2,1,0,100,100,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0.33,1,0,255,255,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,163,163,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,90,90,1,0,0.01,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,84,84,1,0,0.01,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,45,45,1,0,0,0.04,back
0,tcp,http,53776,7300,1,0,1,0,0,0,0,0,3,3,0,0.67,1,0,70,70,1,0,0,0.2,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,6,0,0.5,1,0,255,255,1,0,0.01,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,9,9,0,0,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,75,75,1,0,0.01,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,5,5,1,0,0,0,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,6,0,0,1,0,255,255,1,0,0.01,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,5,0,0,1,0,255,255,1,0,0,0.03,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,75,75,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,28,28,1,0,0,0.07,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0.6,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,50,50,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,18,18,1,0,0,0.06,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,7,7,0.14,0,1,0,255,255,1,0,0.01,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,4,0,0,1,0,255,255,1,0,0.01,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,87,87,1,0,0,0.16,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0,0,1,0,67,67,1,0,0.01,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,252,252,1,0,0,0.02,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,4,4,0.25,0.25,1,0,255,255,1,0,0,0.06,back
0,tcp,http,36256,5840,1,0,1,0,0,0,0,0,2,2,0,0.5,1,0,255,255,1,0,0,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,5,5,0,0,1,0,243,243,1,0,0,0.05,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,88,88,1,0,0.01,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,2,2,0,0,1,0,208,208,1,0,0,0.01,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,4,0,0,1,0,255,255,1,0,0.01,0.04,back
0,tcp,http,54540,8314,2,0,1,1,0,0,0,0,3,3,0,0,1,0,20,20,1,0,0,0.05,back
0,tcp,private,0,0,0,0,0,0,0,0,0,0,123,6,1,0,0.05,0.07,255,26,0.1,0.05,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,121,19,0,1,0.16,0.06,255,19,0.07,0.07,0,1,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,166,9,1,0,0.05,0.06,255,9,0.04,0.05,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,117,16,1,0,0.14,0.06,255,15,0.06,0.07,1,0,neptune
0,tcp,remote_job,0,0,0,0,0,0,0,0,0,0,270,23,1,0,0.09,0.05,255,23,0.09,0.05,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,133,8,1,0,0.06,0.06,255,13,0.05,0.06,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,205,12,0,1,0.06,0.06,255,12,0.05,0.07,0,1,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,199,3,1,0,0.02,0.06,255,13,0.05,0.07,1,0,neptune
0,tcp,name,0,0,0,0,0,0,0,0,0,0,233,1,1,0,0,0.06,255,1,0,0.07,1,0,neptune
0,tcp,netbios_ns,0,0,0,0,0,0,0,0,0,0,96,16,1,0,0.17,0.05,255,2,0.01,0.06,1,0,neptune
0,tcp,mtp,0,0,0,0,0,0,0,0,0,0,223,23,1,0,0.1,0.05,255,23,0.09,0.05,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,280,17,1,0,0.06,0.05,238,17,0.07,0.06,1,0,neptune
0,tcp,mtp,0,0,0,0,0,0,0,0,0,0,248,2,1,0,0.01,0.06,255,2,0.01,0.06,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,279,7,1,0,0.03,0.06,255,13,0.05,0.07,1,0,neptune
0,tcp,finger,0,0,0,0,0,0,0,0,0,0,57,16,1,0,0.28,0.07,255,59,0.23,0.04,1,0,neptune
0,tcp,supdup,0,0,0,0,0,0,0,0,0,0,205,17,1,0,0.08,0.06,255,17,0.07,0.07,1,0,neptune
0,tcp,uucp_path,0,0,0,0,0,0,0,0,0,0,228,13,1,0,0.06,0.07,255,13,0.05,0.07,1,0,neptune
0,tcp,ftp_data,0,0,0,0,0,0,0,0,0,0,50,11,1,0,0.22,0.08,255,63,0.25,0.02,1,0,neptune
0,tcp,Z39_50,0,0,0,0,0,0,0,0,0,0,262,12,1,0,0.05,0.06,255,9,0.04,0.07,1,0,neptune
0,tcp,csnet_ns,0,0,0,0,0,0,0,0,0,0,108,11,1,0,0.1,0.08,255,11,0.04,0.07,1,0,neptune
0,tcp,ftp_data,0,0,0,0,0,0,0,0,0,0,258,17,1,0,0.07,0.05,255,5,0.02,0.07,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,61,4,0,1,0.07,0.1,255,4,0.02,0.08,0,1,neptune
0,tcp,uucp,0,0,0,0,0,0,0,0,0,0,135,9,1,0,0.07,0.06,255,11,0.04,0.07,1,0,neptune
0,tcp,finger,0,0,0,0,0,0,0,0,0,0,24,12,1,0,0.5,0.08,255,59,0.23,0.04,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,206,4,0,1,0.02,0.06,255,4,0.02,0.08,0,1,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,63,10,0,1,0.16,0.08,255,10,0.04,0.07,0,1,neptune
0,tcp,http,0,0,0,0,0,0,0,0,0,0,52,19,1,0,0.37,0.08,255,67,0.26,0.02,1,0,neptune
0,tcp,netbios_dgm,0,0,0,0,0,0,0,0,0,0,125,7,0,1,0.06,0.06,255,6,0.02,0.07,0,1,neptune
0,tcp,supdup,0,0,0,0,0,0,0,0,0,0,168,21,1,0,0.12,0.06,255,21,0.08,0.06,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,145,16,1,0,0.11,0.06,255,31,0.12,0.05,1,0,neptune
0,tcp,private,0,0,0,0,0,0,0,0,0,0,138,6,1,0,0.04,0.06,255,6,0.02,0.07,1,0,neptune
